Unnamed: 0,Review,Rating
820,Ive booked 5 rooms in a resort in GOA and due to lockout unable to avail the booking. I am unable to contact them and request a cancellation. Booking reference NH 2300747140686 and NH 2321249142166,1
821,"At the time of purchasing my tickets through MakeMyTrip.com, I had reviewed this company & at that time the reviews were positive. I had purchased tickets in early March for March 20th. My flight was from New Delhi to Toronto. The first leg of the journey was from Delhi to Dubai, and then Dubai to Cairo, finally from Cario to Toronto. Due to the recent NCOVID19 outbreak all flights were cancelled. I have not heard from this company despite my numerous attempts to contact them.",1
822,"Cancelled domestic flights due to Covid-19 and got refund of 500 against the amount paid 26k. The instruction given was that the airline deducted the amount. But when I talk to airline directly, they confirmed that the amount is fully returned. It's nothing but Fraud. #MakeMyTrip #MadeMyMoney",1
823,"I had the worst experience with MMT customer service. Amidst the global shutdown to cancel my hotel booking, I had to make more than 10 online complaints and call them more than 10 times each time being redirected to a wrong dept who cut my call. Finally by some luck I got through to one of their agents after literally 2 hours of calling them back to back to get my booking cancelled. Worst Travel Partner ever. Booking.com is best.",1
824,Due to the prevailing condition airlines have cancelled flilghts.  Makemytrip.com has chosen to cut all their communication channels. You cannot call them on phone.  Only IVR and calls are cut.  They bounce your email message with an autho reply.  Their online chat MYRA gives only auto responses. A helpless passenger who has purchased international tickets worth lakhs of rupees is denied refund.  The airline has sanctioned full refund.  Makemytrip will not listen to the customer and refund the money.   They have already got the money for online ticket sale and they have no concern for the passenger.  Very sad. They have taken the pandemic as an excuse to deny refund of tickets.,1
825,"No means to communicate by email, call, chat, tweet. There is not one reply anywhere, my two flight tickets were cancelled by the airline, I have raised the cancellation request and its been 48 hours no one called and if we try to communicate we cannot do so as they have disconnected speaking with agents using corona virus reasons.. I need my refund now..",1
826,"It's expected to get the full refund incase of ticket cancellation because of pandemic situation such as #covid19 which is obvious as the cancellation is due to the fact. Instead of helping they are forcing the people to travel by not providing the refund and expecting more money incase of postponing the ticket. If infection happens to the passengers who tried to cancel their ticket due to #covid19 situation, it should directly be blamed to these companies, India will never progress until these kind of companies, these kind of deeds, action towards their customers is legal. Shame on you #makeMyTrip and yes I agree with other reviews here written about the same cause, let these companies suffer with #covid19 themselves as they don't seem to give a s about the situation.",3
827,"Makemytrip people are very irresponsible and unprofessional. I booked Air India flight for 22 March, 2020 from Nairobi to New Delhi through their website. Now airline cancelled the flight. It's not my fault. They are not giving me my refund. Their phone numbers are not connecting. They are not responding to any of my emails. None of the links on website for refund is opening. This is cheating and stealing. Please give me my money back. These are my booking details Booking Id: NN2811453243526 PNR   YX1XR E-TICKET NO 098-3760215177",1
828,Hey Guys! This is to get this very important point under out notice. I have booked my flights with #makemytrip and the airline is #indigoairlines Due to the Corona effect and also Our Honorable PM's Advise I have decided to cancel the flight last moment. I first called indigo to understand how they would be able to help me out and after almost 40 min of wait one representative answered my call and explained me the refund process which was a minimum refund. And also Indigo told me they won't be able to cancel and I should be contacting Makemytrip directly. When I reached out to makemytrip after almost 30 minutes of wait my call was answered and the agent clearly said that there would be zero refund. On clearly mentioning that indigo has confirmed the refund they denied it and kept me on hold again. I was on a hold for almost 60 min and the call dropped. The point I am trying to make here is that#corona is a serious issue and when Indian Railways is giving full refund then why can't these private companies give the refund. Shouldn't they be responsible enough in helping the customer or is this the right time to take advantage of situation and loot money from people. Please help me understand how are these people in any way into losses? They are not rather they would be making more money by not providing any services. I REQUEST EVERYONE TO PLEASE SHARE THIS AND LET'S MAKE THESE GIANTS REALIZE THEIR MISTAKES AND RESPONSIBILITY.,1
829,"Unfortunately I am a MMT Double black customer, I have booked my trip via MMT and I have to cancelled all the trip becasue of this COVID-19. Trip  DEL-BLR-MUM-DEL and they put all my refunded money in MMT Wallet which is completely useless, becasue due to this COVID-19 all the travel has stopped and my money just stuck in their wallet and they said I can use it.but lot  of restrictions. like I have money with me but cant use it. and I requested them to transfer amount in my original payment mode and they said no thats not possible.i know this amount is quite less for MMT but for a common man 35k is quite big amount and it like dead amount for me because I cant use it. all the parties involved in this trip is so much cooprative like Vistara Airlines they called me and assure me for full refund as the flight cancelled due to this emergency, hotel refunded everything. but yes MMT is just playing corporate term and condition game here. Also when I called to executive, he said one of the amount will credited to my original payment mode but I checked this also come in my MMT wallet. the supervisor Rupesh suppose to call me, I believe on his words, but unfortunately he also the same and just goli.for the call back.lol Really so unfortunate. I just give advice to others.please beware from this. Regards Abhishek",1
830,Booked flight from  Chennai dubai Want to change date of booking due to  covid But they played a very well game of fixing all system not working   since they know  many will cancel or change Been trying for 2 days like a mad to change But even more money went out my pocket fa,1
831,"Hi guys, Please do not  book for your holidays in MakeMyTrip. I have had the worst experience with it. They stoop down to any level, to do their business even at the cost of putting people’s lives in danger. I had booked my holiday in MakeMyTrip for Bali from 30th March 2020 for 7days. I had paid 47k in advance, but now unfortunately due to National emergency(Coronavirus)it is not advised to travel, I had to cancel my trip. But these people are not ready to refund even some amount of money for cancellation. I do agree they cannot give 100% but then as we are cancelling prior they can return at-least some amount of it. They are not even responding properly to my mails or call. The worse part is when the whole world is advising you to not travel and stay safe, the make my trip executives lie through their teeth. They tell you it’s perfectly safe to travel even though you see corona virus cases spiking at different places there. I sincerely hope that this disgusting attitude of theirs change.",1
832,"BOOKING ID: NH2204151085324 With Government of India quarantining the country from rest of the world till mid April and since I was to check in at the Hotel on the 24th March, atleast an advisory from your company should have been received. I have tried tens of times to contact your Customer Care and various offices but of no avail. Your system does not accept my NZ Mobile Nr. I will be constrained to initiate action from my side. Thanks and regards, Amarjit Madan",1
833,Subject: Re: Regarding MY Booking - NF29184270231530 I have made a cancellation request on 12 March online but was unable to do and was also advised to call. I called your customer service numbers but your person was not able to do the cancellation.I then sent an email on 13 March morning requesting cancellation. I have not received cancellation confirmation even now. Your customer service is pathetic. If I do not get my refund I will approach consumer court and also bring this to the notice of online community.,1
834,"Dear MMT Team, Its been more than 10 days now I am calling, messaging and sending mails regarding my travel in next 30 days. I don’t want to go now looking at current global situation due to COVID-19. Please give my money back even airlines are being supportive now but the biggest mistake that I have done is booking through MMT otherwise I would have done it myself through respective vendors. Every time the response I get is automatic cancellation link(No-refund) and “We are busy”. Please doing what? when you don’t have time for customers. I am not cancelling international trip for any personal reason. Please do the needful at the earliest. I am not going to wait like this. Advice to All- Please don’t make any bookings through MMT they just do Postman job between airlines and us. When it’s time for them to show any reliability, they don’t have time and resources to support!",1
835,"A company having no good after sale service is not supposed to exist in first place. I will never book MMT or suggest it to anyone. Due to Covid 19, I want to cancel or postpone the booking but I am not able to do so coz they are inaccessible. Chatbot Myra it's useless. I wonder how they function.",1
836,"PNR CD81HL Going forward, will not use makemytrip. I had no option, but cancel my trip Delhi due to coronavirus. I did cancel a week before the flight. Paid 20, 000 Refund 13, 000 quite a steep cancellation charge. BTW..to get to the agent, a long process. The agent, not very pleasant. STILL WAITING ON THE REFUND!! G Rao",1
837,Booked a ticket to malaysia and singapore.due to covid 20 cannot travel.mmt is not ready to give refund or postpone.worst experience.loss of huge money,1
838,"This is my second worst experience with MMT. I am facing a loss of 10, 8000 INR. I have booked holiday package to Bali, Indonasia from 13 Mar 2020 to 19 Mar 2020. Due to the current situation of international travel restrictions caused by Covid-19 Corona virus all over the globe, I wish to postpone(Not CANCEL) my holiday bookings. For which MMT is not ready to postpone neither they are giving refund.",1
839,Inbooked an air tickets to Thailand and the my return tickets were postponed. I tired contacting MakeMyTrip people for 3 days and no response!!! Airlines doesn’t take responsibility since it was booked through an agent. I will never book any tickets through MakeMyTrip again.,1
840,Useless website. customer support team not at all helping for resolving the issues. froad  website. ticket cancellation is very dificult,1
841,"MAKE MY TRIP REVIEW:- Really an horrible experience with flight booking through #make my trip. Never book flight tickets through MMT, nobody takes responsibility, neither airline nor MMT. My flight has been rescheduled and they are bounding us to travel at different time and if I will not travel then there will be zero refund.",1
842,"We had booked the property directly from the owner in feb 2020. We really loved the pictures and upon going there we realised that it’s nothing like what it looks in the pics and none of the facilities were also there. The swimming pool was full of frogs and empty,  the flush in the toilet was not working, the lighting and the bedding were horrible. We immediately called the owner and told him we were not happy with it. Not even the manager was available at the property though they knew that we were arriving then. He said he would refund the advance after deducting whatever the charges were for cancellation. He still hasn’t refunded. He’s a big cheat and don’t go by the pictures. He doesn’t have the basic manners to treat customers. Stay away from this property.",1
843,Recently during the last week of Jan 2020 I made a quick family trip from Pune to Kerela via Bangalore and got a decent deal for my to & fro journey. Few days before the journey got a confirmation that my travel from Kerela to Bangalore is cancelled for unforeseen reasons. While trying to get the complete refund the tele agent confirmed i'll get the complete refund since the cancellation was done by the Airlines. Also received an email from Make my trip on this confirmation followed by an email credit note from Go Air confirming the payment being made to make my trip. It has been almost 2 months since I received the confirmation from Go-Air but no refund from make my trip. Attached confirmation of flight cancellation from Go-Air and email acknowledgement of refund initiation by make my trip,1
844,"First time I booked international flight booking(Europe) thru' Makemytrip. Bought travel insurance along with the flight ticket. But VFS office did not accept the insurance policy for my Schengen visa application as my passport number was not printed in the policy generated by Makemytrip. Tried to call their customer(s)care numbers several times from VFS office, but the response I could get was ""All our travel agents are busy, please wait"" repeatedly for half-an-hour. Due to short of time to submit visa documents, I purchased a new insurance policy from another vendor at the VFS premises. Later I sent e-mail to the insurance company to cancel and refund the premium amount, they promptly replied I have to approach makemytrip as they only generated the policy. I sent e-mail to makemytrip but received their automated reply to their ""Trips"" section or click on the link provided in a separate e-mail to directly chat with their CSA. But no separate e-mail nor the link. I tried calling all their customer service several times one by one for next two days, but always got the automated message ""All our travel agents are busy."". Each call I disconnected in frustration after hearing this repeated message for more than half hour. Third day I tried their numbers from my breakfast time till lunch time and in one of the calls I pressed the option for ""New Flight Ticket"" instead of ""Existing Ticket"" and I got their CSA almost immediately. I explained the problem to her in the existing ticket, she said she will transfer to concerned team and back to square one, with same ""All our CSAs are busy."" music. Finally one such call I left the speaker phone on for more than half hour, then I heard someone saying ""Hello"". I explained the problem to him and he said he will take up with the concerned department who will call me within 48 hours. I am waiting for their call as I can only wait in the best hope. Let's see what happens. But what is frustrating to the core is that I cannot effectively complain to them pointing their mistake as they always direct me to go to online support where there is no pre-defined option that explains my problem. Their CSA will not come on chat or phone because they are busy 247 for other customers, except when you try ""Buy a new ticket"" then you will get their CSA instantly. To sum up, their service is HORRIBLE",1
845,"D/Sir, I have booked four flight tickets for Singapore through make my trip app of Singapore airlines...I have requested make my trip customer care that I want to cancel the flight tickets and please refund me the amount of 78, 000/- rupees .Being requested several times , they told me that they can't cancel the ticket . They told me that if you want, you can cancel , but the whole amount will be forfeited..When I have requested them that if I will reschedule the journey date , then they told me that it will cost extra 47, 840/- rupees for four tickets.. They even told me to talk to Singapore airlines .I have tried nearly four hours continuously to talk with the airlines office, but it seems to me that they are blocked the telephone.. Luckily I have a chance to talk with one lady of the Singapore airlines office. And she also told me that she can't . Now I am helpless.. Please suggest me what to do. I demand full refund of my money which I have already paid to make my trip . Himadri Dey. West Bengal. India. Flight tickets conformation no. NN7017148994578. Date of journey from Kolkata to Singapore 5th April 2020 , PNR no. NGRSG2...Ticket nos. 618-9479821822, 823, 824, 825. Four tickets to and fro. Return journey from Singapore to Kolkata on 11th April 2020. Copy to : 1) Make my trip office. 2) Singapore airlines Office. 3) Prime minister Office. 4) Office of the Chief Minister of West Bengal. 5) Office of the President of India. 6) A nos. of Media and News paper office. 7) Face book and Google review section. Regards, Himadri Dey. Siliguri.West Bengal. India . (M) 9064569737 / 9434153355. Mail id : himadridey.hd@gmail.com",1
846,"Your customer care helpline not working, neither your people responding my email! Even I DM my issue to you but as usual not hearing back. I was assured of refund within 48 hours but 48 days has passed! Should I copy paste chain of emails here to show how you stopped replying? Worst of it is for last 3 days you changed helpline number and I guess you forget to fix it because ""NOBODY IS PICKING UP THE PHONE""!",1
847,"Ref:NL2201072286160 - Pathetic Service by MMT Makemytrip I have just completed a holiday booked thru MMT. My relationship manager Ms. Vibha Chopra. It was a very bad experience even after paying all money in advance. The holiday was a land tour with hotels and private Cab from 16 Feb to 21 Feb booked and paid in advance. As promised by my agent, No one from MMT Makemytripreceived me at the airport and no local SIM was provided. I had to borrow a SIM from Cab driver instead. The hotel quality at Bentota was not 4 star or even 3 star. I had a stained toilet seat, dirty grey looking towels, no toiletries except cheap looking soap and shampoo. The tea making facility was bad. Just a plate, tea bags, sugar and 2 cups. No tray, spoons. Service was bad as well. When I asked for a spoon for stirring multiple times, I got it after 30 mnts or so. I am attaching the photos from this hotel. Hotel at Kandy and Colombo were booked with a twin beds for a couple and not double bed as required by me. Most frustrating part was that I was charged for a drop on the last day -21 Feb. But there was no Cab available for this. I had dropped multiple messages to MMT - Ms. Vibha and Mr. Chandan about it. Also contacted their local service provider Apple Holidays But as usual no response from any one of them. I had to finally take a local Cab from hotel, which costed me a hefty amount. Promt response from MMT agent was a big issue as I never got a prompt response even when I could see that the agent was online on WhatsApp. She was just not responding to my messages. Later I just got either excuses or that some one elsewill contact me. Which also never happened. She dropped 2-3 names and I am still to get a call from them. I wrote a formal complaint on 23 Feb. I got a call and a promise to resolve it within 48 hrs. But shocking that next call I got was on 31 Feb that too the person did not have any idea about my travel dates and issues and that I kept reminding them everyday on Twitter and in email. They take your money in advance and do not bother to provide a service. Their local agent Apple Holidays was the same. Pathetic service and cheating the customer. I have been writing to their customer service and even Mr. Deep Kalra, CEO at deep.kalra@makemytrip.com but even he does not respond. This cheating is by design to loot the public who ever comes to their site Think twice before booking any trip thru MMT or anything if you want a good service.",1
848,"Very rude staff, they take advance money as they know if anyone will visit for on the spot booking, no one will waste their money in staying in the hotel. Food quality was bad, rooms was not properly maintain.",1
849,"I was trying to book a ticket online for my parents. I was receiving a really good offer and an additional offer for using Citibank card! I was sitting aborad trying to help my parents! Since the payment didn't go through due to an incorrect CVV no. They immediately called my parents and ticked them into paying higher charges for the ticket. Additionally, they did not apply the discount for using Citibank card! Very Very pathetic customer service and a bunch of cheats! never ever use them again!",1
850,"I am writing to you regarding my father’s travel to Thailand. To give you a background, I wanted to book a group tour package for my father (preferably a beach location in India) and called up MakeMyTrip for that. The customer care executive seemed very committed and suggested a trip to Thailand for my father. After much convincing, I agreed as the pricing and duration worked out fine for me. But my special request was, assistance for my father as he is a senior citizen (with limited communication skills in English) and this is his first international travel. But the customer care executive assured me that everything would be taken care of and I have nothing to worry about. I chose MakeMyTrip for its credibility and assurance. But to my horror, my father was left stranded at the Bangkok airport for almost 4 hours without any information. After multiple failed attempts to connect to the tour manager, he messaged/called me seeking for help. Fortunately, I had ISD activated on my phone and was able to make calls to Thailand and spoke to the Freddy and later Victoria asking for help to assist my dad. Victoria was helpful in resolving the issue and met with my father and re-worked his itinerary and confirmed the same to me over messages. This issue was caused due to incorrect arrival date being updated at the Thailand head office of MakeMyTrip, which was the fault of the booking agent, but my father and I had to bear the brunt of it. The trip, that was supposed to be 4 days-3 nights was now only 3 days-2 nights which is not fair for the kind of money that I paid. I can’t request for an extended day of the trip for my father as he is already scheduled to travel back tonight. In spite of knowing everything and after multiple calls/messages, the customer care executive (with whom I was in touch with) did not reverted since 24th Dec morning (which is unacceptable) and I didn't hear back from him for the next two days. I requested compensation for the loss that I incurred and the mental, emotional and physical trauma/ stress that not only my father, but even I had to undergo. After multiple follow ups from my side, they confirmed after one month they will refund some money and it will credited in 7-10 days. It's been one month now, and still the money is not refunded. What kind of customer service is this? Just pathetic.",4
851,"Make My Trip website has give facilities for finding hotel deals along with flights. Although experienced people say that it is cheaper and beneficial to just book a flight, than to book both things. If you do not have a date related problem, then this is a good way to get a flight on a better fare. Thanks.",1
852,No support from customer care to cancel the ticket. they are not updating the status of refund. very bad service,1
853,"They are not providing good customer service. I spoke to them about bus ticket issue. They simple replayed ""I can't understand you language (TAMIL)"" than why are you here in Tamilnadu.",1
854,"Worst services from make my trip. I booked Hotel room in Hampi from 21-Feb-2020 to 23-Feb-2020 with booking ID as NH2P314250767610. Hotel was booked and status was also shown as confirmed. But when I reached hotel, I am told that no room is booked in your name. When I called Make my trip support, they simple said ""Sorry"" and said no hotel available to check-in in the area. I was in bizarre condition as due to festival season all hotels were fully occupied and with me was my wife and 4 years kid. Somehow managed to take shelter in outskirt of city. Make my trip shown totally non reliable behavior. Never going to use the services. Ashutosh Raturi",1
855,"They are not enlisted in consumer affairs accreditation program & there you go to understand the torture I went through thrice travelling with my family. As website & App carry dreamy & fancy pics, Excellent Ratings & slashed discounts, but on the contrary it’s entirely opposite don’t fall pray with your money, time & be warned if you are travelling especially with family.",1
856,"I've recently visited this hotel with my parents on 15th Feb - 17th Feb, 2020 and the rooms are very expensive. The hotel staff can't speak any other language other than Tamil. The hotel staff are good when we take the rooms, but when we approach them for any service related, they are very rude to you and doesn't bother about our concerns. There are lot of issues when we took the room there, starting from lights not working in the room, phone wasn't working, the mirror in the room is full of rust, the furniture is broken. They don't provide newspapers at all. They don't provide water bottles until we request them many times. They don't provide or change bed sheets at all. In the bathroom shower doesn't work at all, taps are broken, water flow from the taps are very slow and narrow. The ac in the room doesn't work properly. Bed are torn and have bed bugs. The hotel staff argue and quarrel with us as we approached them with these issues, and they discriminate a lot when they know we don't speak in Tamil. I request all people visiting Rameswaram not to take rooms here. Smoking is not allowed outside the rooms, but many people smoke at the entrance of their rooms. Hotel staff don't inform those customers to smoke in smoking zones. Hotel staff are least bothered and don't care for customers. There is another hotel next to this hotel with the name Arjunaa which is newly constructed and very nice hotel. I've attached few photos for your reference. I strongly recommend people visiting Rameswaram not to take hotel or have food in SS grand, but definitely take room and have food in Arjunaa.",1
857,Booked the ticket for the international travel.almost after 60 hours received ticket from make my trip . Although j am able to fetch ticket directly from airline.  Support is very worst. Also buy the travel insurance along with ticket almost 3 days spent but policy not received yet . Very bad service provider.,1
858,"I have booked a cab from MakeMyTrip at 9.30 am, for mumbai international airport fo r 10.15am, however they have changed my booking time to 11.30am. When I called the customer care number and informed them about the issue and said I have a flight at 1.00 pm and cannot take a cab of 11.30am. They said because u have booked at 9.30 am, that's why the booking I done at 11.30. Also said if you want to cancel there would not be any refund. It's not my fault, I have done the booking for the correct time at 10.15 am and it's not possible to take a cab at 11.30 am for 1.00pm flight. I would need a complete refund for my booking as it was ur fault. My booking msg is below. Thank you for your cab booking NC76581911715488. Total Booking Amount- Rs. 468.0, Included kms- 18.0 (Extra kms will be charged at Rs. 21.0/km). Airport Tolls are included in your fare. Parking and Airport entry charges to be paid directly to the driver if applicable. To track Cab/Driver details or Cancel your booking, please visit the URL https://mmyt.biz/31Y2V1V. MAKEMYTRIP HAS FOUND AN EASY WAY TO ROB PEOPLE IN TERMS OF MONEY.",1
859,I booked a hotel from there website same hotel @ different booking portal cost 15 k less. Is this not cheating where is the tag line isse sasta koi ni I would say inse jada unprofessional or chor koi nahi,1
860,"Hi, While I was travelling  from Manali to Delhi on the date 14 feb(18.00) to 15 feb(7.30). The helper of the bus used very rude language with me. when I asked him to check the ac blower it was giving very cool air.he said me ""apne haath nahi parr laga kar dekh blower par"". and when I ask for why you did not stop bus for breakfast or pass urine in journey after dinner . he said ""tu baadh raha aaram se ja par baadh hai"". then I smell alcohol from him.He was drunk. Stopping of bus in journey:- 19.30  for pass urine 22.00 for  dinner(30 min) 01.00(around 10 min)  for nothing(they smoke outside and disappeared for their personnel purpose. there was no urinal near by) 03.00(around 10 min)  for nothing(they smoke outside and disappeared for their personnel purpose. there was no urinal near by) After that no stopping until ISBT where I left the bus. Bus Details:- Manali to Delhi Booking ID - NU212371017757582 Seat no 36 Drop Point - I S B T Kashimiri Gate Metro Station - Best Regards, Varun Tomar",1
861,I booked Flight ticket through makemytrip while booking ticket I got a e-ticket for Singapore airline  with Singapore airline flight nos with a very small clause saying operated by silk air. I paid quite a lot of additional amount just because it said Singapore airline as we wanted a comfortable flight.  But the flight in which we traveled was silk airline. I would have differently  booked a cheaper ticket if I have known. the information in their site was so misleading and when asked they blamed me saying of course the ticket will have Singapore airline flight number but u will travel in silk airway flight which have different nos. They were not at all helpful and not even ready to consider or acknowledge what happened.,1
862,Refund to wallet is stated as immediate. But it didn't happen. On enquiry they said it will happen in 24 hrs. But that too didn't happen. When asked to refund to bank to accept the request they need 24 hrs. Don't do any transaction in wallet,5
863,Due to some technical error in mmt site we select a cheaper hotel as compared to its actual price. The owner of the hotel didn’t gave us the check in. Within a moment I called to the customer care service the attitude of executives were extremely nice and helpful towards our problem. They resolved the issue within 10 mins and we got the same facilities which was shown during booking. Thanks for the support specially to the executive who resolved the issue ??!!!,1
864,"BOOKING TICKET 25/01/2020, DATE OF JOURNEY 26/03/2020 DOHA - MUMBAY - PATNA I CANCELLED TICKET 26/01/2020, DON'T RECEIVED MONEY TILL NOW 06/02/2020(12DAYS), MY BOOKING ID NN2111351774240 CANCELLATION REF NO 10518163759221376",3
865,I have cancelled my flight and they were charging extra money .Please do not book any flights from MMT.,1
866,My office colleague stay in blue moon hotel Bangalore and detail are below. Hotel Room is not Secure Room are very dirty Staff is not available They decline to return amount for cancellation Experience is very bad Food is not hot,5
867,Amazing hotel with a great location. All the cafes and beaches are near.. great location with really pleasant view but the thing that makes this such a good place to stay are the staff. All the people are incredibly generous. The hotel was a cherry on the cake to our trip ??,1
868,"When you book a hotel With MakeMyTrip u are not denied to stay at the hotel! Read this before Booking hotel through MakeMyTrip I had booked a hotel Through MMT on 16 jan for stay at Delhi from 19th-31st Jan. I had paid a full payment(8700/- including MMT Rs.800 service charges and taxes) in advance, and got booking confirmation through mail and Whatsapp. After reaching hotel at 12Pm on 19th they told me they don’t have not received my booking and dint allocate me any room & asked me to contact MMT customer care. After listening to this I was shocked. I contacted customer care the registered my complaint and told they’ll call me back. I got a call back from their representative, he told me booking was not confirmed due to some technical reason and he offered me refund, he had no solution as where should I stay now & where will I find a hotel to stay. I asked them to rebook my stay at same place, for which they said the same place is expensive now and cannot book now, I said I want an resolution and a room to stay I don’t want refund. Its 3:45pm I’m still sitting at hotel lobby from 12:00pm, still no resolution. #Avoid #MakeMyTrip #Hotel #fake #booking  #Worst #Service",1
869,"Cancelled a flight ticket on 29 the of Dec. Sent my bank statement as required. Non credit  mail from bank. Etc, etc. Still refund not received. Mail send is received at help desk. Enquiry made is attended by another person.Unable to contact any responsible person. Very bad experience.",3
870,Very poor service. They are not helping to the customers. I called them and they are not helping even they did not replied to my chats or mail. Very very worst service.,1
871,"Make my trip deducted around Rs 18500 and now there is no update. Neither ticket is confirmed, nor anyone picks up calls. hen I called them up they routed my call to 4-5 different people and finally said within 45 minutes, I will get an update. No its 2.5 hours, no update. Worst is they are not even picking up my call,",1
872,It was the most horrible experience. They are money minded and to get a better margin they assign the ugliest and most ridiculous hotels. The relationship manager disappeared after payment of money. She was never reachable and when we called the call center regarding the deplorable conditions in one of our hotels they were clueless and kept on redirecting me to different people..in one hour of that call I tried explaining our condition to 11 people.  Please do your own bookings and don't rely on them. Horrible customer service!,1
873,"Recently we made a booking for family vacation at Ramada Jaipur for Jan 11 to 13th. We selected 2 deluxe double rooms with breakfast as per the listed rate. Then we happily started preparing for the trip and were waiting for the vacation days. However, on the day 11th when we reached hotel for check-in the hotel staff informed us that the rooms do not include the breakfast. We talked to the MMT people they did not respond in positive manner and hung our phone stating they can't help it now. We again called them showed them all screen shots and billing details. After wasting more than half a day of our trip on calls with MMT representatives, we get to know that due to some technical issues the final bill payment statment did not include the correct option. Due to this technical error at their end, even if we paid equal to that of room + breakfast, they were not considering it. They said to charge us for the breakfast. They totally spoiled the feel and atomsphere of our family vacation. Better was not to rely on MMT. Having faith on them, made us to pay more. Bad experience. No help. Would say dont prefer MMT if you want peaceful n funfilled vacations. Henceforth will refrain from using makemytrip and would also not recommend to anyone. Don't use makemytrip. Regards, Charu",1
874,"I curse myself for booking Ticket from MMT. My Flight was cancelled, and when I claimed for refund they are saying no Refund would be provided. Ok Keep my Ticket money with you as from my side its Charity to MMT..",1
875,"I am specially writing this email so that top management of MMT can find this as according to me your Team managers and executives are least interested in company success and they are just concerned for there salaries. My name is Keshav Chopra. So it started like 10 days back I booked a cab for my parents from MUMBAI AIRPORT TO SILVASSA for 1:15 PM on 16 december 2019. Today when my parents reached at airport at 1:15PM I got to know that they didn't get any call either from MMT or the cab driver. I was stuck in a meeting due to which I was not able to respond to there calls but once at 1:30 I got to know about this concern that my parents are standing outside from last 30 minutes and they don't even know now what they have to do. Unfortunately your company did not informed me that they have cancelled my booking. When I contacted MMT executive he said we are unable to serve you better you book another cab as vendor not picking call. You tell me my parents are standing there and at last moment your executive just said this much that book another we will see what to do with refund. Now you guys tell me what is the responsibility of MMT? I am booking the cab with the brand just to ensure the best service not the kind of service your organization is providing. Then I am getting the calls from one of your team manager Mr. Hitesh pradhan or similar name better if you find the information from your end who was he. He is saying similar lines we apologize this that and we will find an alternative, but the point is I am getting that call at 2 PM. I WANT TO KNOW WHY? Why would I will make my parents stand outside for another one hour to beg in front of you. I am paying for the service and I have already paid for the cab booking as well. Is it customer duty to check with you guys that where is my driver? Why is your employees taking salary? I NEED A STRICT ACTION AGAINST THIS IN NEXT 24 HOURS OTHERWISE I WILL TAKE A LEGAL ACTION ON THIS FOR HARASSING SENIOR CITIZEN, WASTING MY TIME, NEGLIGENCE FROM YOUR EMPLOYEES. Anyhow I need a revert on this escalation and I want a action as well. Who so ever was handling my booking I need the action on him or her as well along with the best strict action on Team manager because he don't know how to manage the team at all. I am working in service sector and we know that customer pays for the services not for the product if you guys can't make this much better to shut your business. ITS BEEN MORE THAN 16 DAYS AND THEY SAID TO SOLVE THE CASE IN 96 HOURS. USELESS PEOPLE. MR. PRADHAN AND MR. GUJRAL WRITING THIS SPECIALLY FOR BOTH OF YOU. There team never informed me that they will pay the difference what so ever customer will pay at last moment which is there policy. I have all the CALL RECORDINGS AND SCREENSHOT.",1
876,I've recently booked a DEL-LAS ticket for 13 & 15 years. which later I got to know is invalid one. MMT sold wrong ticket to me. Its been 13 days now and i'm still following up for refund. They will waste your time by saying they will call you back and then vanish from there. I just cursing my self for booking ticket on MMT. All advised to stay away from MMT!,1
877,"Initially, I thought of giving  a positive feedback. But the pathetic experience made me pen down this miserable night stay with my family. Our recent stay at Hotel Radoli House-Heritage Hotel, Jaipur recommended by Make My Trip was really disappointing and pathetic.  Apparently, the hotel looked average in terms of traditional Rajasthani architecture and decor. Also, the 3.3 rating for the hotel which was the only reason I went forward to book it for a night stay with my family. The worst journey started when we interacted with the hotel’s front desk guy(who did not even appeared to be a front desk executive) did not even consider to our requests for our basic amenities. Despite asking him several times for an extra blanket, he did not even bother to provide it. Although he acknowledged our request but he didn’t turn up even after repeated requests. The basic toiletries were also missing. When asked for the same, again there was no response. The worst part is that they served us Bisleri water bottles with broken seals as if they have been filled with the tap water. The breakfast was not even edible(tasted as if they have taken out from cold storage). I am wondering how can MMT recommend such a hotel to their customer which do not serve basic service the customer has paid for. I would strongly urge you to cross check with your concerned team before recommending such hotel to customer. Thanks for being spoiler to my vacation. I hope MMT will take necessary action regarding this. Please don’t consider to book this hotel.",1
878,"I booked my hotel Nirmal Residency , Aurangabad through MMT, The pics shown on net were fine enough to attract me.But the hotel room's condition was pathetic. I booked three  double bed rooms for my family but  they provided two twin beds room and one double bed room. Doors of room no. 108 and 207 were not having even handles. Bathroom with cockroaches and poor System. Did not provide even hot water for drinking. Moral; never book through MMT",1
